nouns,pronouns,verbs,numbers,adjectives,conjunctions,adverbs,class
14,3,4,1,1,0,0,True
1,1,0,0,0,0,0,True
12,3,7,0,4,0,0,True
13,7,5,0,2,0,0,True
6,12,6,0,1,0,0,True
7,1,8,0,0,0,0,True
5,4,6,0,4,0,1,True
0,1,0,0,0,0,0,True
11,4,8,0,2,0,1,True
8,1,3,1,0,0,0,True
0,1,0,0,0,0,0,True
7,3,4,0,2,0,1,True
1,1,0,0,0,0,0,True
5,2,4,2,1,0,1,True
0,1,1,0,0,0,0,True
3,6,2,0,1,0,0,True
6,12,4,2,2,0,1,True
8,11,4,0,1,0,0,True
7,12,5,1,2,0,2,True
6,23,4,0,2,0,1,True
0,1,0,0,0,0,0,True
0,2,0,0,0,0,0,True
3,10,2,3,3,0,3,True
5,2,4,0,1,0,0,True
4,1,3,0,0,0,0,True
4,1,1,0,1,0,0,True
10,7,5,1,4,0,0,True
8,8,3,0,3,0,3,True
6,9,5,0,1,0,0,True
11,17,5,0,3,0,0,True
8,4,4,0,2,0,0,True
10,5,4,1,1,0,1,True
1,6,2,0,1,0,0,True
6,0,3,1,2,0,0,True
7,6,5,1,4,0,1,True
5,10,6,0,2,0,0,True
3,4,1,0,2,0,0,True
1,1,0,0,0,0,0,True
5,8,4,2,0,0,0,True
5,6,1,2,4,0,2,True
8,11,8,0,7,0,0,True
6,21,3,0,3,0,0,True
5,14,3,1,3,0,0,True
0,1,1,0,2,0,1,True
4,4,2,0,1,0,0,True
6,4,5,0,2,0,1,True
3,4,1,0,0,0,1,True
1,1,1,0,1,0,0,True
1,1,0,0,0,0,0,True
7,2,4,0,2,0,0,True
6,4,1,0,5,0,0,True
10,13,3,0,1,0,0,True
3,15,5,1,0,0,2,True
6,19,2,2,2,0,0,True
7,13,8,0,2,0,2,True
11,4,0,1,3,0,0,True
8,15,5,5,0,0,0,True
2,1,3,0,2,0,2,True
15,12,10,1,3,0,1,True
18,9,11,4,5,0,5,True
0,10,2,0,0,0,0,False
11,18,4,0,3,0,0,True
10,15,7,0,4,0,0,True
10,16,4,0,1,0,1,True
9,13,7,1,2,0,3,True
7,16,3,0,1,0,2,True
9,6,3,4,1,0,1,True
9,19,4,1,3,0,2,True
11,6,3,3,2,0,0,True
5,10,5,2,2,0,0,True
5,5,4,0,2,0,1,True
6,10,5,1,3,0,1,True
22,15,9,2,4,0,1,True
24,13,11,0,8,0,2,True
2,5,3,1,2,0,1,True
9,17,3,4,0,0,0,True
4,11,3,0,1,0,6,True
8,18,3,0,2,0,1,True
4,5,3,0,3,0,1,True
9,7,7,0,2,0,0,True
8,4,3,0,2,0,1,True
9,9,3,0,3,0,1,True
4,12,3,0,4,0,1,True
5,2,3,0,2,0,2,True
7,6,5,0,3,0,2,True
6,7,2,1,3,0,1,True
0,1,3,0,5,0,4,True
6,17,2,0,3,0,1,True
8,8,6,0,2,0,0,True
7,4,4,1,2,0,0,True
3,13,3,0,2,0,2,True
9,12,5,2,3,0,2,True
8,5,6,0,2,0,0,True
6,14,6,4,1,0,0,True
6,9,5,0,2,0,0,True
4,4,2,0,6,0,1,True
13,7,7,4,4,0,0,True
9,6,6,0,2,0,1,True
4,12,6,0,2,0,3,True
11,14,3,1,4,0,1,True
6,6,5,0,1,0,1,True
5,9,2,1,2,0,0,True
9,15,3,2,5,0,0,True
9,7,5,5,2,0,2,True
7,6,6,0,3,0,1,True
9,6,3,0,5,0,4,True
7,14,5,0,2,0,1,True
12,10,4,0,1,0,1,True
9,12,7,0,1,0,3,True
3,17,6,2,1,0,4,True
2,11,5,0,1,0,0,True
6,14,2,0,1,0,0,True
11,13,6,0,0,0,0,True
0,19,5,0,1,0,0,True
7,12,7,1,2,0,4,True
8,10,2,1,2,0,0,True
5,16,5,0,2,0,5,True
5,4,3,0,0,0,0,True
9,13,2,5,1,0,0,True
8,9,4,0,3,0,0,True
5,8,4,0,3,0,3,True
7,15,5,0,4,0,0,True
6,15,1,0,3,0,0,True
10,7,2,0,4,0,0,True
5,14,1,0,4,0,0,True
12,9,4,0,3,0,0,True
9,12,5,1,1,0,1,True
13,5,4,0,1,0,1,True
2,3,3,0,1,0,0,True
3,4,3,0,1,0,2,True
1,8,3,1,0,0,1,True
3,2,3,0,0,0,2,True
2,1,1,1,1,0,0,True
4,5,1,0,2,0,0,True
3,4,3,0,1,0,0,True
2,2,0,0,1,0,1,True
3,5,2,0,1,0,2,True
4,6,4,0,1,0,0,True
2,0,0,0,1,0,0,True
6,5,2,1,2,0,0,True
3,6,2,0,2,0,0,True
2,6,2,0,1,0,1,True
1,8,1,0,0,0,0,True
5,3,3,0,2,0,1,True
4,5,1,0,0,0,0,True
5,5,1,0,3,0,0,True
0,0,2,0,1,0,1,True
1,1,2,0,0,0,0,True
2,6,1,0,2,0,1,True
0,1,1,0,3,0,1,True
1,5,0,0,1,0,0,True
2,1,1,0,1,0,1,True
1,5,4,0,1,0,1,True
3,2,3,0,2,0,0,True
1,6,2,0,1,0,0,True
1,0,1,0,1,0,1,True
5,2,2,0,2,0,0,True
2,7,1,0,2,0,0,True
2,5,1,0,2,0,0,True
5,3,3,0,1,0,0,True
0,3,2,0,1,0,0,True
5,6,1,0,1,0,1,True
1,2,2,0,1,0,1,True
15,10,3,0,5,0,1,True
5,9,3,2,5,0,2,True
5,3,1,0,1,0,0,True
3,1,3,0,3,0,1,True
11,9,8,6,5,0,1,True
6,12,2,0,1,0,1,True
6,10,6,1,1,0,2,True
2,0,2,0,0,0,0,True
6,8,5,0,1,0,0,True
4,6,2,1,2,0,1,True
17,32,6,2,7,0,2,True
4,10,2,0,2,0,0,True
5,0,3,1,3,0,0,True
25,10,11,2,7,0,2,True
5,7,2,2,1,0,1,True
6,9,4,0,3,0,1,True
11,10,6,0,1,0,2,True
6,14,4,1,0,0,1,True
12,4,6,0,3,0,0,True
10,12,6,2,6,0,3,True
3,2,2,0,0,0,1,True
15,1,3,0,7,0,1,True
13,4,6,3,7,0,0,True
3,0,0,0,3,0,0,True
15,10,6,1,1,0,1,True
9,10,3,2,2,0,2,True
5,2,1,1,1,0,1,True
8,5,4,0,4,0,1,True
5,17,2,2,4,0,1,True
5,14,4,2,1,0,1,True
14,6,4,0,8,0,0,True
5,4,1,0,4,0,2,True
5,0,3,1,1,0,2,True
3,13,6,0,1,0,1,True
8,9,5,0,2,0,0,True
10,2,8,0,1,0,1,True
7,11,3,0,7,0,0,True
20,10,10,6,10,0,4,True
7,8,5,3,3,0,0,True
3,12,6,1,0,0,4,True
1,2,1,0,0,0,0,True
9,10,4,4,3,0,1,True
25,13,18,2,9,0,10,True
16,14,7,1,7,0,3,True
8,14,3,0,3,0,2,True
9,8,6,1,3,0,1,True
11,3,4,3,6,0,1,True
2,1,0,0,3,0,1,True
8,1,10,1,4,0,3,True
7,14,5,0,0,0,1,True
4,8,6,3,3,0,0,True
12,4,6,0,3,0,0,True
15,15,4,2,3,0,0,True
11,10,8,0,5,0,1,True
3,10,6,1,3,0,0,True
3,11,2,0,3,0,0,True
20,27,8,6,8,0,4,True
7,2,2,1,4,0,0,True
11,7,5,0,4,0,0,True
39,41,17,8,14,0,3,True
12,3,11,1,5,0,3,True
8,6,7,0,1,0,3,True
10,3,3,2,5,0,2,True
15,4,4,0,1,0,0,True
11,4,6,1,6,0,3,True
11,11,5,1,4,0,4,True
27,16,17,3,6,0,2,True
10,7,3,2,2,0,1,True
15,4,4,0,2,0,2,True
23,12,10,1,6,0,1,True
5,12,5,5,3,0,1,True
4,7,0,0,0,0,0,True
4,14,4,0,3,0,2,True
12,5,6,0,2,0,0,True
5,6,2,0,2,0,0,True
8,7,4,1,1,0,0,True
5,11,4,3,1,0,0,True
8,7,7,0,1,0,3,True
8,2,3,0,4,0,2,True
5,11,6,1,3,0,0,True
9,11,8,0,2,0,0,True
11,6,6,0,2,0,0,True
14,4,6,4,2,0,0,True
8,19,3,0,1,0,1,True
6,4,2,0,0,0,0,True
27,11,13,4,8,0,8,True
6,10,2,1,3,0,2,True
13,2,8,3,2,0,1,True
4,0,2,0,1,0,1,True
10,2,5,0,3,0,3,True
8,8,4,3,3,0,0,True
4,12,8,2,0,0,0,True
10,7,7,0,3,0,1,True
4,8,4,0,7,0,2,True
5,1,2,0,0,0,1,True
8,3,7,0,4,0,2,True
9,3,7,1,3,0,2,True
5,2,2,0,2,0,2,True
2,1,1,0,0,0,1,True
9,12,5,1,1,0,2,True
9,11,4,0,2,0,2,True
8,1,3,0,0,0,0,True
11,9,10,1,1,0,0,True
12,7,5,7,1,0,2,True
10,12,4,0,3,0,0,True
11,10,4,2,2,0,0,True
5,14,5,3,2,0,1,True
10,5,6,3,1,0,0,True
12,9,9,0,4,0,2,True
6,1,2,0,3,0,0,True
7,13,7,1,3,0,1,True
0,2,0,1,1,0,0,True
6,10,6,2,0,0,5,True
11,9,4,1,3,0,1,True
6,3,1,0,2,0,0,True
9,3,3,1,3,0,2,True
4,8,2,1,0,0,1,True
8,11,3,1,2,0,0,True
7,1,3,1,1,0,0,True
11,6,6,3,1,0,2,True
18,1,9,2,4,0,1,True
12,4,4,2,3,0,0,True
13,9,5,3,3,0,0,True
12,7,9,5,2,0,0,True
7,5,1,0,0,0,1,True
12,7,4,0,1,0,1,True
9,16,3,2,0,0,0,True
6,10,2,1,1,0,1,True
0,5,2,0,2,0,1,True
4,10,2,1,2,0,0,True
4,3,1,1,1,0,0,True
3,2,1,1,1,0,2,True
10,7,2,0,2,0,1,True
4,4,1,1,2,0,0,True
0,2,0,0,0,0,0,True
5,9,1,0,1,0,0,True
4,4,2,0,1,0,1,True
3,2,3,1,2,0,2,True
8,8,4,0,3,0,0,True
4,2,1,0,1,0,1,True
7,1,4,0,2,0,0,True
5,9,2,0,1,0,0,True
11,2,6,0,3,0,1,True
5,4,4,0,1,0,0,True
4,2,2,0,0,0,0,True
3,7,4,0,1,0,1,True
3,2,0,1,0,0,0,True
5,0,1,0,0,0,0,True
5,9,2,0,0,0,1,True
2,4,0,0,0,0,0,True
3,3,3,2,3,0,1,True
4,4,1,0,0,0,0,True
4,2,3,0,1,0,0,True
3,5,1,0,1,0,0,True
3,5,2,1,1,0,0,True
8,4,5,0,1,0,1,True
3,5,4,0,0,0,0,True
2,6,2,0,0,0,0,True
2,6,1,0,0,0,0,True
5,8,3,0,1,0,0,True
8,4,3,0,2,0,2,True
9,6,3,2,6,0,5,True
1,7,2,0,3,0,0,True
5,9,3,1,0,0,1,True
2,4,3,0,3,0,2,True
5,8,1,1,3,0,0,True
9,6,3,0,4,0,0,True
8,7,4,2,1,0,0,True
1,5,2,0,0,0,0,True
6,4,6,0,3,0,1,True
2,8,4,0,0,0,1,True
3,8,1,0,1,0,0,True
5,10,4,1,2,0,2,True
6,8,2,0,1,0,1,True
4,10,4,1,2,0,2,True
6,12,5,0,2,0,0,True
7,8,4,1,2,0,0,True
7,7,4,2,4,0,2,True
6,7,2,0,2,0,0,True
2,13,3,2,0,0,1,True
1,4,0,1,1,0,1,True
11,9,7,1,0,0,2,True
7,6,5,0,2,0,2,True
4,9,4,1,1,0,0,True
7,9,3,0,2,0,0,True
7,8,6,1,4,0,1,True
6,9,4,0,1,0,0,True
6,4,2,1,2,0,2,True
2,9,6,0,3,0,1,True
13,7,5,2,3,0,3,True
10,3,7,0,4,0,4,True
5,7,4,1,1,0,2,True
1,7,2,0,3,0,0,True
7,13,8,0,1,0,2,True
6,8,2,0,1,0,1,True
4,6,3,0,3,0,1,True
4,16,4,1,5,0,0,True
1,3,2,0,1,0,1,True
5,2,1,0,0,0,0,True
12,6,5,0,5,0,0,True
5,2,3,0,0,0,2,True
10,1,5,1,3,0,2,True
6,2,2,0,0,0,0,True
0,7,4,0,2,0,0,True
4,3,2,0,1,0,0,True
7,3,2,1,0,0,0,True
3,6,2,0,0,0,0,True
2,2,3,0,1,0,1,True
6,0,3,1,3,0,0,True
8,1,5,1,5,0,1,True
4,4,3,0,0,0,2,True
6,4,5,1,2,0,1,True
14,0,4,0,8,0,2,True
3,4,2,0,1,0,2,True
7,2,1,1,0,0,0,True
10,4,3,0,3,0,0,True
3,3,3,0,0,0,0,True
4,3,1,0,1,0,0,True
4,5,2,0,0,0,0,True
4,1,4,0,1,0,0,True
8,5,4,1,2,0,0,True
6,0,1,0,3,0,0,True
4,3,2,0,0,0,0,True
3,13,1,0,0,0,0,True
9,3,3,0,3,0,1,True
3,2,2,0,1,0,0,True
3,3,1,0,1,0,0,True
7,2,6,1,0,0,0,True
3,1,2,1,0,0,0,True
1,3,2,0,2,0,1,True
9,7,6,1,1,0,1,True
6,3,3,0,0,0,0,True
12,2,4,0,3,0,0,True
4,1,2,0,2,0,0,True
6,1,3,0,0,0,0,True
3,4,3,1,0,0,0,True
7,5,4,1,1,0,1,True
16,9,5,1,4,0,4,True
2,0,5,0,2,0,0,True
11,3,5,1,8,0,0,True
3,3,3,0,1,0,1,True
4,2,1,0,2,0,0,True
5,2,2,0,1,0,0,True
1,2,1,0,2,0,1,True
4,8,3,2,1,0,3,True
0,2,1,0,1,0,0,True
3,4,5,0,3,0,0,True
4,4,1,1,0,0,2,True
5,3,4,0,2,0,1,True
4,2,2,0,3,0,0,True
2,2,1,1,1,0,0,True
5,3,2,0,1,0,1,True
2,0,1,0,0,0,0,True
4,6,4,0,0,0,0,True
7,3,1,0,0,0,1,True
5,8,1,0,0,0,0,True
2,1,1,1,1,0,2,True
4,6,1,0,2,0,0,True
3,2,2,0,1,0,0,True
4,5,2,1,1,0,2,True
4,5,3,1,1,0,0,True
3,1,3,0,1,0,0,True
4,7,1,0,1,0,0,True
6,3,2,2,3,0,0,True
2,3,2,0,1,0,0,True
5,5,2,0,1,0,0,True
2,6,3,0,2,0,2,True
2,7,0,0,2,0,2,True
4,4,2,1,1,0,1,True
5,1,6,0,3,0,3,True
2,9,2,0,0,0,0,True
4,4,3,0,1,0,0,True
6,3,4,1,1,0,0,True
6,3,2,0,2,0,1,True
1,2,1,0,1,0,0,True
6,1,2,2,3,0,1,True
4,2,6,0,1,0,2,True
3,5,2,0,1,0,0,True
2,5,3,1,0,0,1,True
5,5,1,1,0,0,0,True
3,1,2,0,2,0,5,True
4,3,4,0,2,0,0,True
5,1,3,0,2,0,0,True
4,2,1,1,2,0,3,True
4,3,1,0,0,0,0,True
1,2,1,1,1,0,0,True
7,2,1,2,1,0,3,True
1,2,1,1,0,0,0,True
1,2,0,1,1,0,0,True
6,7,1,0,0,0,0,True
5,6,2,0,2,0,0,True
2,1,1,0,1,0,0,True
5,5,3,1,0,0,1,True
9,1,3,1,1,0,0,True
4,2,1,0,4,0,0,True
5,6,1,0,2,0,0,True
4,3,2,0,1,0,0,True
2,2,2,0,4,0,0,True
4,0,3,1,0,0,0,True
3,9,2,0,1,0,1,True
6,4,2,0,1,0,1,True
3,1,4,0,1,0,2,True
3,7,3,0,3,0,0,True
2,2,2,0,2,0,2,True
7,4,2,2,3,0,2,True
5,4,1,0,1,0,0,True
4,8,2,0,0,0,2,True
5,9,2,0,0,0,0,True
4,2,3,2,1,0,1,True
2,1,1,0,1,0,0,True
3,2,2,0,2,0,0,True
4,1,4,0,1,0,1,True
7,4,2,0,1,0,0,True
3,4,3,0,3,0,1,True
8,3,1,0,0,0,0,True
1,9,2,0,2,0,2,True
4,7,2,1,3,0,0,True
3,6,2,1,1,0,1,True
7,5,2,1,2,0,0,True
3,3,2,0,2,0,1,True
5,5,1,0,2,0,0,True
0,0,1,0,0,0,1,True
4,6,1,1,2,0,0,True
5,4,2,0,2,0,0,True
4,10,2,0,1,0,0,True
7,5,6,0,1,0,2,True
3,1,1,0,1,0,0,True
6,2,3,0,1,0,0,True
6,4,2,0,1,0,1,True
2,7,2,0,2,0,1,True
2,4,1,1,1,0,0,True
4,3,2,1,1,0,1,True
12,27,5,0,4,0,1,True
3,18,6,0,1,0,1,True
10,11,4,0,3,0,1,True
11,8,7,2,5,0,0,True
11,5,4,0,2,0,0,True
7,8,5,0,5,0,4,True
8,10,8,0,4,0,1,True
8,10,4,0,2,0,4,True
10,26,5,0,2,0,1,True
7,10,5,2,2,0,0,True
4,14,5,0,0,0,0,True
7,7,6,2,1,0,3,True
30,17,17,0,13,0,6,True
7,9,7,0,3,0,2,True
12,16,6,1,5,0,3,True
16,10,3,0,7,0,0,True
7,3,9,0,1,0,2,True
4,10,0,0,1,0,2,True
2,9,0,0,0,0,0,True
10,4,7,0,2,0,4,True
9,4,10,2,3,0,2,True
5,11,2,0,1,0,1,True
5,8,4,0,1,0,1,True
4,5,3,0,3,0,1,True
4,10,4,0,2,0,0,True
0,16,3,0,1,0,0,True
8,3,7,0,0,0,0,True
5,8,6,0,0,0,1,True
2,8,1,0,0,0,1,True
5,6,5,0,0,0,1,True
7,7,5,1,4,0,1,True
5,5,1,0,4,0,2,True
1,7,2,0,3,0,0,True
6,2,7,0,4,0,1,True
10,11,5,1,6,0,2,True
10,8,6,0,8,0,0,True
8,15,6,2,8,0,1,True
5,5,6,1,1,0,0,True
11,4,7,0,4,0,4,True
9,14,8,0,2,0,0,True
6,3,3,0,1,0,1,True
6,6,4,0,2,0,0,True
5,2,4,0,1,0,2,True
5,3,3,1,2,0,0,True
3,3,1,2,2,0,0,True
4,2,4,0,1,0,0,True
9,4,2,0,3,0,0,True
3,7,4,0,1,0,2,True
6,1,1,0,3,0,0,True
10,2,6,1,2,0,0,True
4,2,2,0,2,0,1,True
7,2,2,1,1,0,1,True
6,6,3,0,2,0,0,True
9,6,3,4,1,0,0,True
5,1,2,0,0,0,0,True
7,3,5,1,2,0,0,True
7,5,5,1,2,0,0,True
5,7,1,1,2,0,0,True
9,5,3,1,2,0,0,True
6,1,2,0,2,0,1,True
5,2,2,0,0,0,3,True
7,3,3,1,3,0,0,True
5,2,2,0,0,0,0,True
2,4,4,2,2,0,0,True
7,6,3,2,1,0,0,True
3,2,3,0,2,0,1,True
8,4,1,1,3,0,0,True
12,6,8,1,1,0,0,True
7,8,7,0,7,0,1,True
11,1,8,3,1,0,1,True
7,13,6,0,1,0,0,True
19,2,6,0,7,0,3,True
12,4,8,1,2,0,0,True
13,3,7,0,2,0,0,True
2,20,4,1,0,0,1,True
4,1,0,0,1,0,1,True
6,1,4,0,2,0,1,True
9,5,4,2,2,0,0,True
5,2,3,0,1,0,2,True
11,1,4,0,2,0,2,True
9,10,5,0,5,0,1,True
11,5,7,1,4,0,2,True
5,0,3,0,2,0,1,True
8,1,7,0,2,0,2,True
14,11,7,0,3,0,2,True
3,6,1,1,2,0,0,True
18,4,5,1,2,0,4,True
12,2,7,0,2,0,2,True
10,8,4,1,2,0,0,True
5,1,3,0,1,0,0,True
5,7,4,3,3,0,2,True
22,21,11,7,13,0,4,True
6,7,5,0,2,0,0,True
7,0,2,0,0,0,1,True
17,6,5,2,3,0,1,True
14,5,5,0,2,0,0,True
4,0,4,0,3,0,1,True
8,13,13,1,7,0,0,True
22,14,6,8,5,0,3,True
14,15,7,0,2,0,2,True
5,10,6,0,2,0,2,True
15,11,4,3,2,0,0,True
4,8,9,0,9,0,2,True
22,6,15,0,10,0,3,True
3,0,1,0,1,0,0,True
9,17,6,2,2,0,1,True
14,6,5,0,3,0,0,True
5,1,1,0,6,0,1,True
16,9,12,0,6,0,2,True
24,28,12,4,11,0,3,True
11,11,5,1,0,0,1,True
5,0,2,0,0,0,0,True
16,16,5,1,1,0,2,True
10,10,5,2,2,0,1,True
12,16,4,2,2,0,3,True
15,6,5,0,0,0,0,True
24,25,17,2,2,0,3,True
5,0,2,0,0,0,1,True
18,4,6,2,2,0,4,True
7,12,4,0,3,0,2,True
9,19,9,1,3,0,1,True
24,9,12,4,5,0,4,True
13,16,8,3,6,0,0,True
8,3,9,0,6,0,2,True
6,10,6,2,5,0,1,True
4,1,1,0,0,0,0,True
16,7,11,4,2,0,3,True
2,4,0,2,1,0,1,True
17,18,7,3,3,0,6,True
21,21,9,1,9,0,4,True
8,0,3,0,1,0,2,True
9,12,5,0,0,0,1,True
14,11,8,2,6,0,5,True
19,4,9,0,2,0,1,True
12,5,4,2,4,0,1,True
11,5,4,0,3,0,1,True
4,0,3,0,7,0,0,True
10,10,7,1,3,0,3,True
8,14,8,0,2,0,3,True
10,13,6,0,4,0,0,True
10,8,7,0,4,0,1,True
3,12,3,1,2,0,3,True
18,42,6,0,4,0,3,True
15,40,9,0,8,0,2,True
11,9,2,0,6,0,0,True
8,13,6,0,4,0,0,True
16,42,7,2,4,0,2,True
9,12,6,0,3,0,1,True
5,7,4,1,1,0,1,True
4,10,3,1,1,0,1,True
24,37,15,4,3,0,4,True
8,21,8,1,2,0,2,True
20,32,6,0,6,0,3,True
11,8,7,0,5,0,5,True
4,8,3,0,0,0,0,True
9,13,4,0,5,0,1,True
3,34,3,0,0,0,0,True
8,36,4,0,1,0,0,True
9,8,3,0,2,0,2,True
10,8,8,2,3,0,4,True
10,6,8,1,2,0,1,True
12,6,5,0,7,0,3,True
4,12,3,2,2,0,1,True
5,16,3,1,6,0,0,True
6,36,3,0,2,0,1,True
10,20,4,0,2,0,3,True
5,9,11,1,4,0,1,True
11,1,4,1,4,0,0,True
12,4,7,1,7,0,2,True
2,4,4,0,2,0,2,True
8,9,9,0,1,0,2,True
6,16,5,2,3,0,0,True
7,7,5,2,3,0,4,True
9,6,4,0,3,0,3,True
10,5,9,2,5,0,6,True
13,7,7,0,2,0,1,True
6,2,4,0,1,0,1,True
7,3,5,0,3,0,1,True
7,4,5,1,4,0,1,True
5,4,4,0,0,0,0,True
15,8,6,1,2,0,2,True
7,4,6,4,2,0,2,True
10,7,6,0,4,0,1,True
7,18,6,2,0,0,0,True
10,3,2,1,3,0,0,True
4,2,1,1,0,0,0,True
9,10,7,6,2,0,1,True
9,5,3,2,2,0,1,True
8,13,5,2,2,0,0,True
14,8,8,0,3,0,2,True
3,8,4,1,0,0,1,True
10,14,4,2,2,0,2,True
4,2,3,0,1,0,0,True
1,9,1,0,0,0,0,True
3,9,6,0,2,0,0,True
11,11,5,0,4,0,0,True
9,6,7,0,3,0,1,True
12,11,9,1,2,0,1,True
4,11,2,2,1,0,0,True
8,7,5,2,1,0,1,True
10,4,3,1,2,0,0,True
3,1,4,1,2,0,1,True
8,8,5,1,2,0,1,True
17,8,3,0,8,0,0,True
16,6,5,2,2,0,0,True
13,10,4,2,5,0,0,True
12,5,5,0,1,0,1,True
3,2,3,1,0,0,0,True
4,16,6,0,0,0,0,True
10,11,6,0,4,0,0,True
4,9,6,0,3,0,1,True
7,8,2,3,6,0,1,True
9,7,3,0,4,0,4,True
5,8,5,1,1,0,2,True
6,12,6,0,4,0,4,True
6,2,7,2,1,0,0,True
4,16,6,0,0,0,0,True
2,5,2,0,0,0,1,True
4,7,2,0,1,0,0,True
12,9,9,0,3,0,2,True
8,14,8,1,1,0,0,True
13,6,5,0,6,0,2,True
1,4,1,0,0,0,0,True
11,7,6,2,3,0,3,True
2,13,4,1,0,0,0,True
6,6,4,1,0,0,1,True
10,11,3,3,5,0,0,True
14,9,8,0,4,0,1,True
10,9,7,0,8,0,0,True
8,13,4,0,3,0,0,True
4,10,7,2,3,0,0,True
6,5,6,0,0,0,4,True
10,2,9,0,7,0,1,True
8,4,5,0,3,0,0,True
8,6,7,0,5,0,1,True
25,17,4,4,6,0,2,True
7,9,3,1,1,0,0,True
13,9,5,0,3,0,0,True
5,5,3,2,3,0,1,True
21,15,14,1,8,0,5,True
9,12,5,1,3,0,4,True
25,8,12,8,13,0,10,True
6,4,3,0,3,0,0,True
8,4,2,0,7,0,0,True
18,17,11,8,2,0,4,True
24,7,10,4,10,0,2,True
10,21,10,1,5,0,1,True
6,9,4,0,7,0,3,True
11,4,5,0,4,0,0,True
10,7,2,4,2,0,0,True
2,7,1,1,3,0,4,True
4,4,4,2,3,0,2,True
23,12,8,0,2,0,0,True
7,7,10,0,4,0,1,True
6,8,4,0,2,0,1,True
13,5,10,0,5,0,0,True
13,5,4,2,2,0,0,True
11,13,6,2,3,0,1,True
10,9,7,3,6,0,0,True
2,7,3,3,2,0,0,True
12,12,6,0,4,0,2,True
10,8,4,2,3,0,1,True
4,1,3,2,3,0,2,True
11,14,4,2,3,0,3,True
9,17,4,0,1,0,0,True
23,4,11,4,8,0,5,True
12,41,6,0,6,0,0,True
6,9,6,0,2,0,3,True
7,6,2,1,0,0,0,True
6,9,4,0,1,0,0,True
5,2,3,0,4,0,1,True
6,13,8,0,0,0,0,True
13,6,4,2,0,0,2,True
10,12,6,0,2,0,0,True
7,14,6,4,6,0,1,True
10,2,6,2,4,0,0,True
10,11,8,1,1,0,0,True
6,5,6,1,6,0,0,True
13,10,7,1,1,0,0,True
7,6,4,0,2,0,3,True
8,3,2,0,4,0,2,True
8,10,2,3,5,0,2,True
3,14,1,0,2,0,0,True
10,9,8,1,4,0,1,True
2,6,5,1,2,0,2,True
2,3,1,0,2,0,1,True
6,10,6,1,2,0,0,True
6,14,2,0,0,0,2,True
10,11,4,1,2,0,1,True
11,14,5,3,3,0,2,True
3,9,1,0,3,0,1,True
9,13,5,1,4,0,0,True
9,6,6,0,4,0,2,True
5,8,5,0,1,0,0,True
11,6,6,2,3,0,2,True
7,5,4,1,1,0,0,True
3,16,5,2,3,0,0,True
8,16,10,0,3,0,1,True
5,1,2,0,6,0,1,True
12,12,5,0,2,0,0,True
9,7,6,1,4,0,1,True
11,8,3,1,4,0,0,True
2,9,4,1,0,0,0,True
5,5,2,3,4,0,1,True
5,16,8,0,2,0,2,True
13,11,6,0,4,0,3,True
9,8,5,0,4,0,1,True
4,11,10,0,2,0,2,True
12,1,6,0,3,0,0,True
4,9,4,2,1,0,0,True
5,11,2,5,1,0,1,True
14,5,5,1,2,0,1,True
1,10,1,0,2,0,1,True
8,6,7,0,5,0,1,True
7,6,4,2,4,0,3,True
10,11,7,0,5,0,1,True
10,15,7,0,4,0,0,True
11,13,5,2,3,0,0,True
12,6,9,0,3,0,1,True
10,6,7,0,2,0,3,True
4,9,2,1,3,0,0,True
11,11,5,0,6,0,1,True
18,14,6,0,7,0,3,True
12,4,4,2,1,0,2,True
9,9,4,2,3,0,1,True
4,10,4,1,1,0,2,True
10,6,4,2,4,0,3,True
3,8,2,0,0,0,0,True
8,19,9,1,4,0,0,True
3,13,4,2,3,0,0,True
9,10,7,4,1,0,0,True
5,1,2,0,4,0,2,True
8,11,5,0,1,0,0,True
11,5,3,1,2,0,0,True
7,7,5,1,4,0,1,True
