nouns,pronouns,verbs,numbers,adjectives,conjunctions,adverbs,class
9,3,3,0,1,0,0,True
10,7,3,0,2,0,0,True
5,4,1,1,2,0,0,True
4,2,5,2,2,0,1,True
6,3,6,0,0,0,1,True
6,1,1,0,3,0,4,True
11,3,4,0,0,0,0,True
4,2,3,0,1,0,1,True
8,4,4,0,2,0,0,True
4,8,4,1,4,0,1,True
2,12,5,1,5,0,0,True
11,7,3,0,5,0,1,True
15,11,7,0,4,0,3,True
6,4,2,0,2,0,0,True
9,8,7,0,3,0,2,True
6,5,5,0,1,0,5,True
14,5,10,0,5,0,0,True
9,0,2,0,3,0,1,True
9,2,4,2,1,0,1,True
8,3,4,1,7,0,0,True
2,2,1,0,3,0,0,True
12,2,5,0,2,0,0,True
6,19,3,0,1,0,0,True
7,8,2,1,4,0,0,True
11,13,3,0,1,0,1,True
4,8,8,0,4,0,2,True
10,3,4,0,2,0,0,True
36,20,15,3,13,0,6,True
2,0,2,1,1,0,2,True
11,7,4,0,2,0,0,True
7,12,1,0,5,0,0,True
7,0,2,1,0,0,0,True
11,1,1,0,4,0,0,True
12,2,5,0,3,0,0,True
7,1,4,0,3,0,4,True
7,0,3,0,2,0,0,True
7,4,4,0,4,0,3,True
16,4,8,0,2,0,0,True
5,13,8,0,2,0,0,True
8,7,6,2,2,0,0,True
6,2,3,1,4,0,2,False
1,0,0,0,1,0,0,True
8,3,3,2,2,0,0,True
10,10,5,0,2,0,1,True
4,1,3,1,2,0,1,True
19,3,16,0,8,0,5,True
4,13,4,0,0,0,0,True
2,4,4,0,1,0,2,True
8,2,5,0,0,0,2,True
6,8,8,1,3,0,1,True
12,31,7,3,4,0,2,True
8,3,6,1,8,0,3,True
6,6,3,2,3,0,0,True
5,2,4,1,1,0,0,True
7,8,3,0,4,0,1,True
3,16,3,2,1,0,0,True
4,2,3,0,1,0,0,True
3,9,3,0,2,0,7,True
13,1,4,0,2,0,2,True
8,3,5,2,3,0,1,True
7,0,3,0,3,0,1,True
9,7,6,1,6,0,0,True
9,0,2,0,2,0,0,True
7,11,5,0,3,0,1,True
7,17,6,0,1,0,0,True
12,3,6,0,3,0,0,True
7,13,4,0,4,0,0,True
4,13,7,0,5,0,1,True
7,12,6,1,3,0,1,True
8,11,3,0,3,0,0,True
12,3,7,0,7,0,2,True
9,10,3,4,2,0,1,True
6,13,6,0,4,0,1,True
8,7,3,0,2,0,3,True
7,13,4,0,2,0,1,True
4,14,1,5,3,0,2,True
8,11,5,0,4,0,1,True
8,13,6,3,4,0,1,True
4,13,4,0,3,0,0,True
6,6,5,0,1,0,1,True
9,13,5,0,1,0,0,True
8,15,9,0,2,0,0,True
6,6,5,3,2,0,0,True
12,8,4,1,7,0,2,True
6,2,5,0,1,0,0,True
6,3,8,2,1,0,1,True
5,10,4,0,1,0,2,True
4,8,5,2,3,0,1,True
7,5,6,0,2,0,3,True
8,9,4,1,1,0,0,True
2,15,1,1,0,0,2,True
3,5,4,1,3,0,1,True
8,8,7,0,2,0,0,True
7,5,4,0,2,0,4,True
9,14,2,0,3,0,0,True
5,6,3,0,3,0,1,True
3,5,4,0,7,0,1,True
8,9,6,0,5,0,1,True
7,7,2,0,5,0,2,True
7,15,5,4,1,0,0,True
5,11,10,0,1,0,3,True
1,15,3,1,1,0,4,True
10,9,4,0,3,0,1,True
8,6,3,0,3,0,1,True
9,16,1,2,3,0,0,True
3,11,3,0,2,0,0,True
6,4,2,0,1,0,0,True
3,3,6,0,1,0,2,True
6,10,4,0,1,0,0,True
6,6,6,1,1,0,1,True
1,2,4,0,0,0,1,True
7,3,6,0,2,0,5,True
7,9,5,1,2,0,1,True
7,10,4,1,2,0,0,True
5,2,5,0,3,0,3,True
4,7,3,0,2,0,3,True
6,9,2,0,1,0,1,True
5,6,5,0,2,0,3,True
8,6,3,0,5,0,2,True
5,8,5,2,4,0,1,True
12,3,4,0,3,0,1,True
3,8,5,0,1,0,1,True
5,17,2,0,1,0,0,True
11,8,3,0,3,0,0,True
7,8,3,0,3,0,0,True
6,6,8,0,5,0,3,True
8,2,7,2,1,0,2,True
7,7,5,0,5,0,3,True
10,12,8,0,0,0,1,True
6,5,5,0,1,0,2,True
5,11,3,0,3,0,0,True
12,11,6,0,3,0,0,True
4,21,4,1,2,0,0,True
3,6,5,0,1,0,0,True
3,4,3,0,2,0,1,True
6,5,4,0,3,0,2,True
10,8,3,2,4,0,2,True
4,15,5,0,0,0,0,True
4,5,4,2,3,0,1,True
10,3,3,0,1,0,1,True
9,6,3,0,4,0,2,True
5,14,5,2,0,0,3,True
6,4,3,1,1,0,1,True
11,5,3,0,3,0,0,True
7,14,4,0,3,0,1,True
7,8,6,0,3,0,0,True
9,12,1,1,3,0,0,True
11,14,7,2,1,0,0,True
5,13,2,0,3,0,1,True
4,3,2,0,2,0,0,True
9,4,6,1,2,0,0,True
7,9,5,0,8,0,5,True
12,4,2,0,3,0,4,True
2,23,0,0,0,0,0,True
13,15,4,0,2,0,0,True
6,6,7,0,4,0,0,True
10,7,8,1,4,0,3,True
9,9,5,0,3,0,2,True
5,9,8,0,3,0,4,True
11,5,8,0,5,0,2,True
8,9,3,1,4,0,1,True
17,18,6,0,6,0,3,True
9,9,2,0,2,0,1,True
4,12,5,1,2,0,0,True
2,11,6,0,3,0,3,True
8,9,6,1,4,0,2,True
9,7,2,0,4,0,0,True
4,5,1,0,3,0,1,True
4,16,2,0,2,0,0,True
5,16,4,1,0,0,1,True
4,9,3,1,2,0,5,True
7,9,3,3,2,0,1,True
11,5,7,0,3,0,2,True
2,5,4,0,1,0,2,True
4,14,4,1,3,0,1,True
0,7,1,0,0,0,0,True
6,6,3,0,2,0,0,True
11,8,6,0,3,0,1,True
4,5,6,0,1,0,2,True
7,6,3,1,3,0,2,True
5,6,4,1,1,0,2,True
8,8,3,0,5,0,0,True
3,13,3,1,2,0,3,True
5,6,1,2,0,0,1,True
4,8,8,0,0,0,2,True
3,4,1,1,2,0,3,True
7,10,4,0,0,0,0,True
1,6,2,0,0,0,0,True
4,3,0,0,3,0,0,True
0,1,0,0,0,0,0,True
1,6,2,0,3,0,0,True
0,2,0,0,0,0,0,True
4,3,3,0,1,0,0,True
2,1,2,0,4,0,0,True
5,3,3,0,0,0,0,True
0,1,0,0,0,0,0,True
3,6,4,0,0,0,2,True
2,4,5,0,0,0,0,True
2,7,2,0,1,0,0,True
1,1,2,0,0,0,2,True
1,1,0,0,0,0,0,True
4,6,2,0,2,0,0,True
6,3,2,0,1,0,1,True
1,5,1,1,0,0,1,True
6,4,5,0,4,0,4,True
0,2,0,0,0,0,0,True
10,5,3,1,3,0,0,True
0,2,0,0,0,0,0,True
0,1,0,0,0,0,0,True
9,0,1,1,3,0,0,True
0,2,0,0,0,0,0,True
0,1,0,0,0,0,0,True
4,2,3,0,0,0,0,True
0,1,0,0,0,0,0,True
0,1,0,0,0,0,0,True
6,2,10,0,1,0,0,True
9,1,0,0,3,0,1,True
3,4,2,0,2,0,0,True
5,4,2,0,1,0,0,True
13,4,7,2,3,0,0,True
3,3,2,1,1,0,0,True
1,0,1,0,1,0,1,True
7,2,3,2,3,0,0,True
4,2,2,0,3,0,1,True
5,1,3,0,2,0,1,True
0,4,2,0,0,0,3,True
1,1,0,0,3,0,1,True
4,6,2,0,0,0,1,True
6,4,2,1,1,0,1,True
4,1,4,1,2,0,2,True
5,3,2,0,1,0,0,True
4,3,2,2,2,0,0,True
3,0,1,0,2,0,3,True
3,8,2,0,1,0,0,True
3,3,2,1,1,0,3,True
1,2,2,1,2,0,0,True
2,2,0,0,3,0,0,True
2,3,2,1,3,0,1,True
4,4,5,0,2,0,0,True
4,6,2,0,0,0,0,True
1,3,2,0,1,0,0,True
3,6,3,0,1,0,1,True
4,3,2,0,3,0,0,True
4,2,2,1,1,0,2,True
1,0,1,0,1,0,2,True
5,4,2,0,1,0,1,True
2,2,1,0,1,0,0,True
4,8,4,0,0,0,0,True
2,6,0,0,1,0,0,True
6,3,4,1,3,0,0,True
2,7,2,0,3,0,1,True
6,5,2,2,2,0,0,True
6,2,2,1,2,0,0,True
1,0,1,0,2,0,0,True
3,3,3,2,1,0,1,True
6,1,2,0,2,0,0,True
4,7,2,1,2,0,0,True
2,3,1,1,2,0,0,True
4,4,2,1,2,0,2,True
2,4,2,0,2,0,2,True
6,4,4,0,2,0,1,True
3,2,1,0,0,0,0,True
5,5,1,0,0,0,0,True
2,11,2,1,1,0,1,True
8,5,2,0,2,0,0,True
8,2,2,1,2,0,0,True
2,1,2,0,2,0,0,True
0,2,2,0,0,0,3,True
8,3,2,0,1,0,0,True
3,2,4,0,1,0,2,True
3,1,1,0,1,0,0,True
6,2,3,0,2,0,0,True
4,6,1,0,1,0,2,True
3,4,3,0,0,0,1,True
3,4,2,0,1,0,0,True
4,2,2,0,2,0,1,True
2,1,1,0,4,0,1,True
6,3,4,0,5,0,1,True
3,2,3,1,1,0,2,True
1,2,1,0,1,0,0,True
0,0,1,0,0,0,0,True
8,3,3,0,0,0,1,True
5,2,4,0,0,0,0,True
3,5,1,1,1,0,2,True
4,8,0,0,2,0,1,True
3,0,1,0,1,0,0,True
4,8,0,1,1,0,1,True
3,3,2,1,2,0,0,True
1,2,1,0,1,0,0,True
7,3,1,1,0,0,0,True
0,4,2,0,1,0,0,True
5,2,1,0,1,0,1,True
6,2,3,0,1,0,2,True
7,4,3,0,2,0,0,True
4,3,1,1,1,0,1,True
5,8,1,1,3,0,1,True
0,0,1,0,0,0,0,True
0,4,3,1,0,0,3,True
2,6,2,0,1,0,0,True
1,0,1,1,2,0,0,True
0,4,1,0,0,0,0,True
7,8,2,0,1,0,3,True
2,4,2,0,0,0,1,True
3,5,2,0,1,0,0,True
0,4,1,0,0,0,0,True
0,11,1,0,0,0,0,True
1,0,2,0,0,0,1,True
4,3,0,0,4,0,1,True
5,7,2,0,0,0,0,True
2,4,1,0,1,0,0,True
0,0,1,0,0,0,0,True
5,5,4,0,1,0,0,True
7,3,2,1,0,0,0,True
4,2,3,0,3,0,1,True
5,6,2,0,1,0,0,True
5,2,3,1,1,0,0,True
3,6,1,0,4,0,1,True
1,1,2,0,1,0,1,True
3,3,2,0,2,0,1,True
1,4,1,0,0,0,4,True
2,2,1,0,0,0,1,True
3,2,2,0,1,0,2,True
1,1,1,0,0,0,0,True
0,1,2,0,2,0,0,True
3,5,2,0,2,0,0,True
1,7,1,2,0,0,1,True
4,3,1,0,2,0,0,True
2,0,1,1,0,0,1,True
4,5,0,0,2,0,1,True
2,3,4,0,1,0,1,True
4,2,2,1,2,0,0,True
4,3,5,0,2,0,0,True
4,3,2,0,0,0,1,True
4,3,1,0,1,0,0,True
3,5,1,0,1,0,1,True
2,2,4,1,0,0,0,True
5,2,1,0,0,0,0,True
6,0,3,0,2,0,0,True
2,3,1,0,0,0,1,True
3,1,4,0,2,0,1,True
4,3,2,0,1,0,0,True
2,2,1,1,1,0,0,True
3,3,2,0,1,0,0,True
1,5,1,0,1,0,1,True
5,1,1,0,2,0,1,True
1,1,3,0,2,0,0,True
2,3,3,1,1,0,1,True
2,5,2,0,1,0,0,True
5,1,2,1,2,0,0,True
2,0,6,0,1,0,0,True
10,0,6,0,3,0,2,True
1,0,1,1,1,0,2,True
10,9,4,0,3,0,2,True
7,5,2,1,1,0,0,True
11,6,11,0,2,0,0,True
2,3,2,0,1,0,0,True
2,4,1,0,2,0,0,True
5,2,1,0,1,0,2,True
3,4,3,1,0,0,2,True
4,6,2,0,1,0,0,True
4,3,2,0,0,0,0,True
4,3,2,1,0,0,0,True
3,4,1,0,3,0,0,True
1,4,1,0,1,0,0,True
4,3,5,0,2,0,2,True
8,7,5,0,2,0,0,True
10,0,4,1,5,0,2,True
3,2,3,0,0,0,1,True
2,4,2,0,0,0,0,True
12,2,6,0,4,0,0,True
3,3,3,0,0,0,0,True
3,5,2,0,1,0,0,True
2,6,2,0,0,0,2,True
3,2,1,0,2,0,1,True
10,5,3,0,4,0,0,True
4,1,2,2,3,0,0,True
1,5,1,0,0,0,0,True
2,2,2,0,1,0,0,True
9,0,5,1,3,0,1,True
7,5,1,1,2,0,0,True
3,3,1,0,1,0,0,True
2,3,3,1,1,0,0,True
4,2,2,1,0,0,0,True
4,3,2,0,0,0,0,True
4,4,2,1,2,0,0,True
5,2,2,0,2,0,0,True
7,2,10,0,3,0,3,True
2,5,3,0,2,0,0,True
4,2,2,0,0,0,0,True
1,3,1,0,1,0,0,True
4,2,2,0,2,0,0,True
2,3,2,0,3,0,1,True
8,6,6,0,5,0,0,True
3,6,1,0,0,0,0,True
11,2,5,0,5,0,0,True
4,3,1,0,1,0,0,True
3,2,1,0,1,0,1,True
9,6,4,0,6,0,4,True
4,2,1,0,1,0,0,True
9,3,5,1,4,0,1,True
8,5,4,0,3,0,2,True
6,2,1,0,2,0,0,True
8,10,3,0,2,0,0,True
7,3,6,0,2,0,5,True
5,8,4,0,1,0,1,True
8,2,2,1,2,0,1,True
8,7,3,0,2,0,2,True
14,7,6,0,2,0,0,True
6,8,4,2,4,0,2,True
10,5,6,0,5,0,1,True
8,10,4,0,4,0,0,True
11,10,4,2,2,0,0,True
4,14,3,0,1,0,0,True
5,13,4,0,3,0,2,True
7,11,4,0,2,0,2,True
6,14,4,1,2,0,0,True
13,10,8,2,4,0,0,True
8,7,8,1,5,0,1,True
7,5,4,2,2,0,1,True
15,2,5,2,8,0,1,True
7,8,6,1,5,0,4,True
11,14,4,3,5,0,1,True
9,10,3,2,6,0,0,True
2,6,1,0,1,0,0,True
9,10,5,0,7,0,1,True
10,3,6,0,3,0,1,True
9,8,2,4,5,0,1,True
8,17,4,0,4,0,0,True
7,6,3,0,3,0,2,True
6,9,7,0,4,0,1,True
12,7,4,2,4,0,5,True
6,3,3,0,2,0,1,True
10,9,5,2,2,0,2,True
6,9,6,1,2,0,3,True
6,13,2,0,0,0,2,True
3,13,5,1,0,0,1,True
12,2,14,0,7,0,5,True
10,8,3,0,3,0,0,True
6,0,4,1,1,0,0,True
14,2,8,1,0,0,3,True
16,0,8,0,3,0,1,True
5,6,4,0,3,0,0,True
2,5,1,0,1,0,0,True
19,8,4,1,1,0,1,True
29,1,11,0,8,0,3,True
27,14,17,3,10,0,4,True
6,1,3,0,2,0,2,True
9,4,4,0,3,0,1,True
4,10,2,0,3,0,2,True
5,10,3,1,1,0,0,True
13,5,4,3,0,0,1,True
9,11,2,0,4,0,0,True
11,2,5,0,4,0,1,True
25,28,10,3,10,0,7,True
3,3,4,0,0,0,2,True
10,15,8,0,1,0,2,True
5,2,4,0,1,0,1,True
8,9,6,0,1,0,0,True
8,3,7,0,2,0,1,True
22,18,13,3,7,0,2,True
3,3,4,0,0,0,2,True
20,12,7,1,1,0,1,True
11,5,6,0,2,0,0,True
12,3,10,0,3,0,4,True
6,1,0,1,2,0,4,True
7,2,8,0,5,0,1,True
3,11,2,2,2,0,1,True
7,4,6,1,3,0,2,True
8,6,7,1,3,0,2,True
11,8,3,2,7,0,3,True
6,14,6,1,4,0,0,True
4,13,8,0,0,0,5,True
3,3,1,2,1,0,0,True
9,3,7,0,5,0,1,True
9,10,2,1,1,0,1,True
11,3,3,1,1,0,0,True
9,3,4,2,3,0,2,True
2,3,1,2,3,0,2,True
2,6,3,0,1,0,2,True
8,3,2,2,3,0,1,True
13,17,6,0,6,0,1,True
7,11,6,1,6,0,1,True
7,10,4,0,3,0,0,True
12,15,9,0,6,0,4,True
10,3,7,2,2,0,0,True
7,9,6,1,3,0,5,True
8,15,4,1,3,0,1,True
8,12,1,0,2,0,1,True
6,9,7,0,5,0,1,True
7,12,4,0,2,0,7,True
10,9,4,0,8,0,0,True
3,6,2,0,0,0,2,False
1,20,5,4,4,0,0,True
10,5,8,0,1,0,2,True
5,10,6,2,1,0,0,True
10,1,6,1,1,0,1,True
22,10,15,6,9,0,1,True
7,7,2,1,0,0,3,True
9,12,9,0,2,0,1,True
5,6,7,2,1,0,1,True
7,8,2,2,3,0,1,True
8,5,7,1,2,0,4,True
6,6,6,2,5,0,1,True
6,12,5,0,5,0,2,True
10,5,8,1,3,0,5,True
7,5,8,0,1,0,3,True
13,17,8,0,3,0,0,True
11,6,5,0,3,0,5,True
13,8,5,0,4,0,0,True
7,3,6,0,4,0,1,True
10,10,4,1,3,0,3,True
3,10,5,6,2,0,0,True
10,5,9,2,3,0,4,True
2,2,1,0,2,0,0,True
2,1,2,0,1,0,1,True
8,6,4,0,3,0,2,True
4,13,4,1,2,0,0,True
3,0,3,0,5,0,0,True
12,6,4,1,2,0,2,True
8,7,9,1,1,0,2,True
13,6,7,2,7,0,0,True
4,10,7,0,1,0,2,True
7,10,5,0,5,0,5,True
7,9,8,0,3,0,1,True
8,0,3,1,2,0,2,True
3,0,0,0,0,0,1,True
11,5,7,2,6,0,1,True
25,8,10,5,7,0,2,True
11,12,5,1,4,0,2,True
6,4,1,1,4,0,0,True
2,11,4,0,2,0,0,False
5,10,5,2,5,0,1,True
5,11,2,1,6,0,0,True
8,1,5,2,3,0,2,True
18,3,6,2,3,0,2,True
4,10,3,0,2,0,2,True
2,6,4,1,0,0,1,True
5,19,2,1,2,0,0,True
6,0,2,2,4,0,2,True
3,3,1,2,1,0,0,True
40,1,35,2,13,0,13,True
7,1,3,2,0,0,0,True
16,3,11,0,3,0,2,True
1,5,5,0,3,0,2,True
9,0,4,0,6,0,0,True
8,4,3,1,5,0,2,True
1,5,8,2,3,0,4,True
8,11,6,4,3,0,0,True
4,6,3,0,1,0,1,True
16,5,8,0,2,0,2,True
14,15,8,1,5,0,5,True
5,16,7,4,3,0,1,True
6,11,6,0,2,0,0,True
8,11,2,0,1,0,0,True
11,11,14,4,1,0,2,True
9,7,2,0,1,0,0,True
6,20,4,0,4,0,0,True
11,7,9,5,5,0,0,True
11,21,10,0,5,0,3,True
17,5,14,0,9,0,13,True
6,5,3,0,3,0,1,True
10,14,6,1,4,0,2,True
7,10,9,1,4,0,2,True
9,8,4,0,3,0,0,True
31,6,36,2,16,0,20,True
6,4,6,0,0,0,4,True
7,3,3,2,5,0,1,True
20,9,5,3,7,0,1,True
8,1,5,2,3,0,1,True
9,8,6,0,2,0,0,True
10,12,2,0,1,0,1,True
27,3,18,0,7,0,8,True
7,2,2,2,3,0,1,True
12,4,4,2,4,0,1,True
7,5,6,0,4,0,4,True
9,6,6,1,2,0,0,True
9,11,5,2,4,0,1,True
6,5,7,0,4,0,5,True
7,3,3,0,1,0,0,True
9,4,6,2,6,0,0,True
10,5,8,0,5,0,0,True
26,2,22,2,8,0,6,True
10,13,7,1,1,0,0,True
7,5,4,0,5,0,0,True
8,5,2,1,5,0,1,True
4,6,5,0,3,0,0,True
6,4,5,0,3,0,0,True
8,5,5,1,2,0,0,True
5,12,4,1,2,0,1,True
8,16,3,0,3,0,0,True
5,7,2,0,1,0,1,True
9,3,6,2,0,0,0,True
3,8,3,0,1,0,0,True
6,6,2,1,2,0,0,True
8,3,4,1,1,0,0,True
8,0,1,0,1,0,1,True
6,2,3,2,2,0,1,True
7,1,4,0,2,0,3,True
1,7,4,0,4,0,1,True
7,2,2,1,1,0,0,True
11,5,3,1,1,0,1,True
6,1,2,0,2,0,0,True
2,4,4,0,3,0,2,True
9,4,4,0,2,0,0,True
7,6,3,1,4,0,2,True
3,1,3,0,0,0,0,True
5,2,1,0,1,0,1,True
8,1,1,1,2,0,0,True
6,2,2,0,1,0,0,True
4,2,2,2,3,0,0,True
2,8,1,0,2,0,1,True
2,11,1,0,1,0,1,True
7,10,5,3,2,0,1,True
6,13,3,1,3,0,0,True
12,12,8,1,3,0,0,True
9,10,1,0,6,0,0,True
10,10,6,0,5,0,1,True
11,9,7,1,5,0,1,True
11,5,5,0,6,0,1,True
9,4,5,1,1,0,0,True
15,20,5,1,8,0,1,True
14,7,6,0,1,0,1,True
8,5,4,1,1,0,0,True
5,14,2,0,2,0,1,True
9,12,7,1,5,0,5,True
7,8,6,0,3,0,0,True
9,2,8,0,3,0,2,True
9,7,4,2,0,0,2,True
9,4,5,0,5,0,0,True
10,9,4,1,6,0,0,True
8,13,5,1,3,0,1,True
13,7,9,0,3,0,1,True
11,4,13,4,1,0,2,True
8,1,5,0,5,0,0,True
6,4,2,0,1,0,1,True
10,9,7,0,1,0,2,True
10,9,7,3,1,0,2,True
3,28,1,0,1,0,0,True
9,0,3,3,3,0,2,True
11,10,7,0,3,0,1,True
13,15,8,0,3,0,3,True
0,7,1,0,0,0,0,False
1,4,3,0,0,0,0,False
0,4,1,0,1,0,0,False
8,6,6,2,1,0,0,False
2,6,1,0,1,0,0,False
3,8,2,0,1,0,2,False
2,3,3,1,0,0,0,False
2,4,3,0,1,0,1,False
1,5,2,0,0,0,2,False
4,6,8,1,5,0,5,False
1,9,1,0,0,0,1,False
6,7,7,0,4,0,2,False
0,7,1,0,0,0,3,False
1,7,3,0,0,0,1,False
0,9,1,0,0,0,0,False
8,5,6,1,2,0,2,False
0,8,2,0,0,0,0,False
1,4,4,0,0,0,0,False
3,7,2,0,1,0,1,False
0,6,2,0,0,0,0,False
4,7,5,0,0,0,1,False
0,1,0,0,0,0,0,False
2,5,1,0,0,0,0,False
0,9,2,0,0,0,1,False
8,4,6,0,4,0,2,False
5,6,6,1,2,0,1,False
1,7,3,0,1,0,1,False
0,8,4,0,0,0,0,False
1,4,1,0,1,0,0,False
0,6,3,0,0,0,0,False
1,4,2,0,0,0,1,False
2,5,1,0,0,0,0,False
0,5,1,0,1,0,0,False
2,8,2,0,1,0,0,False
1,5,2,0,0,0,0,False
1,10,1,0,0,0,0,False
1,10,2,1,0,0,0,False
2,5,3,0,0,0,0,False
2,2,0,2,0,0,0,False
3,2,3,1,0,0,0,False
8,3,4,2,4,0,0,False
11,2,4,0,3,0,0,False
1,4,3,0,1,0,0,False
7,2,6,2,0,0,2,False
8,3,9,2,6,0,2,False
4,1,2,0,0,0,0,False
12,1,8,0,0,0,2,False
4,5,4,0,2,0,0,False
2,2,0,0,2,0,4,False
2,11,4,0,0,0,0,False
10,2,8,0,5,0,0,False
9,6,2,0,4,0,0,False
2,1,1,0,0,0,0,False
4,3,6,0,2,0,4,False
3,1,4,0,2,0,0,False
8,0,11,0,4,0,0,False
0,0,0,0,1,0,1,False
12,1,4,0,4,0,0,False
4,7,2,0,0,0,0,False
6,2,2,0,2,0,4,False
10,5,6,2,4,0,0,False
1,3,1,0,0,0,1,False
8,7,6,0,2,0,2,False
7,4,4,0,0,0,0,False
7,8,6,0,0,0,0,False
12,2,2,0,1,0,2,False
1,0,2,0,1,0,0,False
10,5,4,0,2,0,2,False
3,0,3,0,0,0,0,False
6,7,4,0,0,0,0,False
11,1,5,0,0,0,0,False
6,15,2,0,0,0,0,False
6,3,6,2,4,0,0,False
11,2,6,0,4,0,0,False
11,2,4,2,2,0,4,False
2,0,4,0,0,0,0,False
6,3,6,0,4,0,0,False
2,0,3,0,1,0,1,False
16,3,4,0,2,0,2,False
8,7,8,0,4,0,0,False
6,5,6,0,4,0,2,False
4,3,7,2,3,0,0,False
5,6,4,0,2,0,0,False
8,3,8,0,4,0,2,False
6,9,2,0,6,0,2,False
3,3,3,0,0,0,0,False
6,8,4,0,0,0,0,False
4,2,1,0,0,0,0,False
2,3,3,0,0,0,0,False
6,9,4,0,0,0,0,False
3,0,4,1,0,0,0,False
3,8,4,0,4,0,0,False
9,2,8,0,0,0,4,False
9,6,4,0,0,0,0,False
0,0,0,0,0,0,0,False
0,5,4,0,0,0,1,False
8,3,4,0,0,0,0,False
12,5,8,0,6,0,0,False
5,2,6,0,4,0,0,False
20,5,19,2,14,0,15,False
2,3,6,0,2,0,2,False
3,12,5,0,0,0,2,False
6,23,8,0,0,0,2,False
6,1,2,0,2,0,0,False
0,0,0,0,0,0,0,False
1,17,2,0,4,0,4,False
2,12,4,2,0,0,0,False
0,0,0,0,0,0,0,False
0,5,10,0,0,0,4,False
0,13,1,0,0,0,0,False
2,12,2,2,4,0,0,False
0,0,0,0,0,0,0,False
8,17,10,2,4,0,10,False
4,5,2,2,0,0,0,False
4,18,6,4,2,0,2,False
0,0,0,0,0,0,0,False
0,2,1,0,0,0,0,False
0,0,0,0,0,0,0,False
2,19,8,0,2,0,6,False
0,15,2,0,0,0,0,False
2,9,6,2,0,0,4,False
0,0,0,0,0,0,0,False
4,26,4,0,1,0,0,False
0,0,0,0,0,0,0,False
11,17,4,2,2,0,2,False
3,1,3,0,0,0,0,False
0,0,0,0,0,0,0,False
2,5,0,2,0,0,0,False
8,13,14,0,0,0,0,False
3,1,1,0,0,0,1,False
0,0,0,0,0,0,0,False
2,15,4,0,0,0,4,False
8,17,6,2,0,0,2,False
2,17,8,0,2,0,2,False
0,0,0,0,0,0,0,False
6,3,0,2,6,0,4,False
2,14,7,0,0,0,6,False
0,0,0,0,1,0,1,False
5,14,10,0,0,0,2,False
0,27,6,4,0,0,0,False
0,0,0,0,0,0,0,False
9,10,4,2,4,0,0,False
3,14,4,0,2,0,2,False
0,21,6,0,0,0,4,False
0,0,0,0,0,0,0,False
1,4,0,0,1,0,2,False
0,0,2,0,0,0,0,False
13,4,10,2,0,0,2,False
2,9,6,0,2,0,0,False
0,9,4,2,0,0,2,False
6,18,8,0,2,0,5,False
3,10,8,0,0,0,2,False
5,1,1,0,3,0,0,False
0,0,0,0,0,0,0,False
4,11,11,0,0,0,4,False
2,17,4,2,0,0,2,False
2,10,6,2,0,0,2,False
5,1,1,0,1,0,1,False
0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,False
0,7,2,0,2,0,0,False
15,10,6,0,0,0,4,False
3,9,5,0,6,0,4,False
6,32,4,0,2,0,0,False
0,0,0,0,0,0,0,False
2,1,3,0,0,0,1,False
3,5,5,0,1,0,0,False
2,4,6,0,4,0,3,False
2,0,0,2,0,0,1,False
2,6,5,0,3,0,1,False
0,0,0,0,0,0,0,False
2,9,2,0,0,0,0,False
4,2,3,1,0,0,1,False
1,4,2,0,0,0,0,False
0,8,2,1,0,0,0,False
5,9,4,0,0,0,1,False
1,13,4,0,0,0,1,False
5,10,4,0,2,0,1,False
4,6,5,1,2,0,0,False
3,5,4,0,3,0,1,False
2,7,4,0,1,0,1,False
0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,False
4,3,4,0,1,0,2,False
4,1,1,0,1,0,0,False
0,0,0,0,0,0,0,False
0,11,2,0,0,0,0,False
